Namespace(augmix_cutmix_prob=0.5, augmix_prob=0.0, batch_size=32, beta=1.0, data_path='./data/modelnet40_normal_resampled', dataset='modelnet40', dropout=0.5, emb_dims=1024, epochs=500, eval=False, exp_name='augmix_cutmix_lams2_eps35e-2_dgcnn_1024', jitter=False, k=20, knn=False, lr=0.001, model='dgcnn', model_path='', modelnet10=False, momentum=0.9, no_cuda=False, normal=False, nsample=512, num_points=1024, rddrop=False, rdscale=False, rot=False, rsmix_prob=0.0, seed=1, shift=False, shuffle=False, test_batch_size=16, use_sgd=True)
Using GPU : 0 from 1 devices
Train epoch 0, loss: 3.078562, train acc: 0.443404, train avg acc: 0.266168
Train epoch 171, loss: 2.137564, train acc: 0.939739, train avg acc: 0.904106
Test epoch 171, loss: 2.135482, test acc: 0.914506, test avg acc: 0.883209
Train epoch 172, loss: 2.135428, train acc: 0.942182, train avg acc: 0.909858
Test epoch 172, loss: 2.133151, test acc: 0.910049, test avg acc: 0.874715
Train epoch 173, loss: 2.134280, train acc: 0.941775, train avg acc: 0.910321
Test epoch 173, loss: 2.172236, test acc: 0.891005, test avg acc: 0.854052
Train epoch 174, loss: 2.132712, train acc: 0.942997, train avg acc: 0.913237
Test epoch 174, loss: 2.123729, test acc: 0.903971, test avg acc: 0.870715
Train epoch 175, loss: 2.136820, train acc: 0.940656, train avg acc: 0.912823
Test epoch 175, loss: 2.128564, test acc: 0.913695, test avg acc: 0.874581
Train epoch 176, loss: 2.128021, train acc: 0.945847, train avg acc: 0.917811
Test epoch 176, loss: 2.127346, test acc: 0.913695, test avg acc: 0.867297
Train epoch 177, loss: 2.123907, train acc: 0.947985, train avg acc: 0.918848
Test epoch 177, loss: 2.139553, test acc: 0.909643, test avg acc: 0.883459
Train epoch 178, loss: 2.131028, train acc: 0.941673, train avg acc: 0.910817
Test epoch 178, loss: 2.133971, test acc: 0.906807, test avg acc: 0.870715
Train epoch 179, loss: 2.134284, train acc: 0.943607, train avg acc: 0.913447
Test epoch 179, loss: 2.195707, test acc: 0.893031, test avg acc: 0.849512
Train epoch 180, loss: 2.129974, train acc: 0.944218, train avg acc: 0.913223
Test epoch 180, loss: 2.128528, test acc: 0.911669, test avg acc: 0.882756
Train epoch 181, loss: 2.127254, train acc: 0.946458, train avg acc: 0.916961
Test epoch 181, loss: 2.146403, test acc: 0.915721, test avg acc: 0.879000
Train epoch 182, loss: 2.127876, train acc: 0.946559, train avg acc: 0.918421
Test epoch 182, loss: 2.142752, test acc: 0.904376, test avg acc: 0.861651
Train epoch 183, loss: 2.132133, train acc: 0.942895, train avg acc: 0.912214
Test epoch 183, loss: 2.128801, test acc: 0.914506, test avg acc: 0.878709
Train epoch 184, loss: 2.124660, train acc: 0.946763, train avg acc: 0.918484
Test epoch 184, loss: 2.143675, test acc: 0.909238, test avg acc: 0.873250
Train epoch 185, loss: 2.131439, train acc: 0.944625, train avg acc: 0.913551
Test epoch 185, loss: 2.152302, test acc: 0.902755, test avg acc: 0.877093
Train epoch 186, loss: 2.125832, train acc: 0.949715, train avg acc: 0.922095
Test epoch 186, loss: 2.140000, test acc: 0.904781, test avg acc: 0.858715
Train epoch 187, loss: 2.124883, train acc: 0.947476, train avg acc: 0.920545
Test epoch 187, loss: 2.129845, test acc: 0.911669, test avg acc: 0.891581
Train epoch 188, loss: 2.125903, train acc: 0.947577, train avg acc: 0.918246
Test epoch 188, loss: 2.125827, test acc: 0.912480, test avg acc: 0.870797
Train epoch 189, loss: 2.122844, train acc: 0.950224, train avg acc: 0.922569
Test epoch 189, loss: 2.152402, test acc: 0.905186, test avg acc: 0.872640
Train epoch 190, loss: 2.123741, train acc: 0.947679, train avg acc: 0.916456
Test epoch 190, loss: 2.169818, test acc: 0.887763, test avg acc: 0.860919
Train epoch 191, loss: 2.128547, train acc: 0.944829, train avg acc: 0.911545
Test epoch 191, loss: 2.172612, test acc: 0.891410, test avg acc: 0.876087
Train epoch 192, loss: 2.122227, train acc: 0.947883, train avg acc: 0.920820
Test epoch 192, loss: 2.129213, test acc: 0.915316, test avg acc: 0.883826
Train epoch 193, loss: 2.125489, train acc: 0.946458, train avg acc: 0.913576
Test epoch 193, loss: 2.130998, test acc: 0.916532, test avg acc: 0.884709
Train epoch 194, loss: 2.119783, train acc: 0.949511, train avg acc: 0.921005
Test epoch 194, loss: 2.131473, test acc: 0.913695, test avg acc: 0.869081
Train epoch 195, loss: 2.124110, train acc: 0.949206, train avg acc: 0.922496
Test epoch 195, loss: 2.149962, test acc: 0.899514, test avg acc: 0.866349
Train epoch 196, loss: 2.120355, train acc: 0.947679, train avg acc: 0.920551
Test epoch 196, loss: 2.181448, test acc: 0.892626, test avg acc: 0.866203
Train epoch 197, loss: 2.129941, train acc: 0.942997, train avg acc: 0.910812
Test epoch 197, loss: 2.133501, test acc: 0.906807, test avg acc: 0.880959
Train epoch 198, loss: 2.120559, train acc: 0.949511, train avg acc: 0.922209
Test epoch 198, loss: 2.141568, test acc: 0.912480, test avg acc: 0.881500
Train epoch 199, loss: 2.126946, train acc: 0.946050, train avg acc: 0.916694
Test epoch 199, loss: 2.127201, test acc: 0.913290, test avg acc: 0.871459
Train epoch 200, loss: 2.115478, train acc: 0.950835, train avg acc: 0.923716
Test epoch 200, loss: 2.120891, test acc: 0.921394, test avg acc: 0.892128
Train epoch 201, loss: 2.123419, train acc: 0.945847, train avg acc: 0.915351
Test epoch 201, loss: 2.145386, test acc: 0.910049, test avg acc: 0.870878
Train epoch 202, loss: 2.121606, train acc: 0.947170, train avg acc: 0.915796
Test epoch 202, loss: 2.129368, test acc: 0.910454, test avg acc: 0.873576
Train epoch 203, loss: 2.121196, train acc: 0.949206, train avg acc: 0.921080
Test epoch 203, loss: 2.125328, test acc: 0.908023, test avg acc: 0.873465
Train epoch 204, loss: 2.111450, train acc: 0.955008, train avg acc: 0.930146
Test epoch 204, loss: 2.161583, test acc: 0.892626, test avg acc: 0.874500
Train epoch 205, loss: 2.121380, train acc: 0.950122, train avg acc: 0.923649
Test epoch 205, loss: 2.158762, test acc: 0.896677, test avg acc: 0.866616
Train epoch 206, loss: 2.119810, train acc: 0.950936, train avg acc: 0.920588
Test epoch 206, loss: 2.131011, test acc: 0.910454, test avg acc: 0.876750
Train epoch 207, loss: 2.119967, train acc: 0.948595, train avg acc: 0.922565
Test epoch 207, loss: 2.126291, test acc: 0.912075, test avg acc: 0.893012
Train epoch 208, loss: 2.114905, train acc: 0.951751, train avg acc: 0.925274
Test epoch 208, loss: 2.162564, test acc: 0.910859, test avg acc: 0.883663
Train epoch 209, loss: 2.118628, train acc: 0.947068, train avg acc: 0.918121
Test epoch 209, loss: 2.119898, test acc: 0.915721, test avg acc: 0.892744
Train epoch 210, loss: 2.111126, train acc: 0.953888, train avg acc: 0.926859
Test epoch 210, loss: 2.131538, test acc: 0.905592, test avg acc: 0.870640
Train epoch 211, loss: 2.122626, train acc: 0.949817, train avg acc: 0.923825
Test epoch 211, loss: 2.133859, test acc: 0.912480, test avg acc: 0.877913
Train epoch 212, loss: 2.111377, train acc: 0.954397, train avg acc: 0.929646
Test epoch 212, loss: 2.131108, test acc: 0.898703, test avg acc: 0.861302
Train epoch 213, loss: 2.118931, train acc: 0.950122, train avg acc: 0.922974
Test epoch 213, loss: 2.153105, test acc: 0.908023, test avg acc: 0.875302
Train epoch 214, loss: 2.112663, train acc: 0.954194, train avg acc: 0.926968
Test epoch 214, loss: 2.124367, test acc: 0.910454, test avg acc: 0.883047
Train epoch 215, loss: 2.112977, train acc: 0.951954, train avg acc: 0.925791
Test epoch 215, loss: 2.133933, test acc: 0.908428, test avg acc: 0.876791
Train epoch 216, loss: 2.115363, train acc: 0.954397, train avg acc: 0.930068
Test epoch 216, loss: 2.172172, test acc: 0.894246, test avg acc: 0.857971
Train epoch 217, loss: 2.115212, train acc: 0.951751, train avg acc: 0.923330
Test epoch 217, loss: 2.134239, test acc: 0.907618, test avg acc: 0.883814
Train epoch 218, loss: 2.111220, train acc: 0.952871, train avg acc: 0.926251
Test epoch 218, loss: 2.172802, test acc: 0.894246, test avg acc: 0.862192
Train epoch 219, loss: 2.115496, train acc: 0.950529, train avg acc: 0.924085
Test epoch 219, loss: 2.146546, test acc: 0.905186, test avg acc: 0.868698
Train epoch 220, loss: 2.116237, train acc: 0.951853, train avg acc: 0.924755
Test epoch 220, loss: 2.112547, test acc: 0.916937, test avg acc: 0.883506
Train epoch 221, loss: 2.110981, train acc: 0.956026, train avg acc: 0.931290
Test epoch 221, loss: 2.127874, test acc: 0.907212, test avg acc: 0.872297
Train epoch 222, loss: 2.112706, train acc: 0.953176, train avg acc: 0.927579
Test epoch 222, loss: 2.126252, test acc: 0.906807, test avg acc: 0.868169
Train epoch 223, loss: 2.113551, train acc: 0.952463, train avg acc: 0.926902
Test epoch 223, loss: 2.114720, test acc: 0.910454, test avg acc: 0.874209
Train epoch 224, loss: 2.109206, train acc: 0.955314, train avg acc: 0.928819
Test epoch 224, loss: 2.126224, test acc: 0.907212, test avg acc: 0.869209
Train epoch 225, loss: 2.111361, train acc: 0.955415, train avg acc: 0.932234
Test epoch 225, loss: 2.122762, test acc: 0.914100, test avg acc: 0.880953
Train epoch 226, loss: 2.110663, train acc: 0.954092, train avg acc: 0.929789
Test epoch 226, loss: 2.121421, test acc: 0.918963, test avg acc: 0.888448
Train epoch 227, loss: 2.112639, train acc: 0.951445, train avg acc: 0.923887
Test epoch 227, loss: 2.135633, test acc: 0.907212, test avg acc: 0.874517
Train epoch 228, loss: 2.109017, train acc: 0.953888, train avg acc: 0.927186
Test epoch 228, loss: 2.120730, test acc: 0.914100, test avg acc: 0.890965
Train epoch 229, loss: 2.105408, train acc: 0.956128, train avg acc: 0.932008
Test epoch 229, loss: 2.131285, test acc: 0.917747, test avg acc: 0.886128
Train epoch 230, loss: 2.105793, train acc: 0.955924, train avg acc: 0.932445
Test epoch 230, loss: 2.131966, test acc: 0.910454, test avg acc: 0.884750
Train epoch 231, loss: 2.106734, train acc: 0.953481, train avg acc: 0.927350
Test epoch 231, loss: 2.125960, test acc: 0.904376, test avg acc: 0.871052
Train epoch 232, loss: 2.105247, train acc: 0.955721, train avg acc: 0.931395
Test epoch 232, loss: 2.112316, test acc: 0.920989, test avg acc: 0.884994
Train epoch 233, loss: 2.102267, train acc: 0.958062, train avg acc: 0.936286
Test epoch 233, loss: 2.118240, test acc: 0.921394, test avg acc: 0.880244
Train epoch 234, loss: 2.107034, train acc: 0.955415, train avg acc: 0.927222
Test epoch 234, loss: 2.123382, test acc: 0.908833, test avg acc: 0.871750
Train epoch 235, loss: 2.100797, train acc: 0.961828, train avg acc: 0.940104
Test epoch 235, loss: 2.122918, test acc: 0.915721, test avg acc: 0.874262
Train epoch 236, loss: 2.105769, train acc: 0.958265, train avg acc: 0.934776
Test epoch 236, loss: 2.124822, test acc: 0.909643, test avg acc: 0.876517
Train epoch 237, loss: 2.108977, train acc: 0.954499, train avg acc: 0.926297
Test epoch 237, loss: 2.120432, test acc: 0.918558, test avg acc: 0.888913
Train epoch 238, loss: 2.104687, train acc: 0.957655, train avg acc: 0.936174
Test epoch 238, loss: 2.137530, test acc: 0.914100, test avg acc: 0.885419
Train epoch 239, loss: 2.101586, train acc: 0.959080, train avg acc: 0.935856
Test epoch 239, loss: 2.120944, test acc: 0.917747, test avg acc: 0.892203
Train epoch 240, loss: 2.104615, train acc: 0.957858, train avg acc: 0.933850
Test epoch 240, loss: 2.142315, test acc: 0.910859, test avg acc: 0.887087
Train epoch 241, loss: 2.103467, train acc: 0.959283, train avg acc: 0.937404
Test epoch 241, loss: 2.122659, test acc: 0.916937, test avg acc: 0.876099
Train epoch 242, loss: 2.104438, train acc: 0.956942, train avg acc: 0.933746
Test epoch 242, loss: 2.120634, test acc: 0.910859, test avg acc: 0.872000
Train epoch 243, loss: 2.104990, train acc: 0.957553, train avg acc: 0.933345
Test epoch 243, loss: 2.114541, test acc: 0.919773, test avg acc: 0.895791
Train epoch 244, loss: 2.096275, train acc: 0.959894, train avg acc: 0.938143
Test epoch 244, loss: 2.126692, test acc: 0.915721, test avg acc: 0.877331
Train epoch 245, loss: 2.096657, train acc: 0.959182, train avg acc: 0.935334
Test epoch 245, loss: 2.140212, test acc: 0.899919, test avg acc: 0.878291
Train epoch 246, loss: 2.101230, train acc: 0.957858, train avg acc: 0.934429
Test epoch 246, loss: 2.119078, test acc: 0.914506, test avg acc: 0.886965
Train epoch 247, loss: 2.096860, train acc: 0.959792, train avg acc: 0.935310
Test epoch 247, loss: 2.108308, test acc: 0.927877, test avg acc: 0.893366
Train epoch 248, loss: 2.092743, train acc: 0.963050, train avg acc: 0.942792
Test epoch 248, loss: 2.117267, test acc: 0.918558, test avg acc: 0.885831
Train epoch 249, loss: 2.095811, train acc: 0.961726, train avg acc: 0.937552
Test epoch 249, loss: 2.117617, test acc: 0.916126, test avg acc: 0.874291
Train epoch 250, loss: 2.098740, train acc: 0.961421, train avg acc: 0.939019
Test epoch 250, loss: 2.125945, test acc: 0.918558, test avg acc: 0.889959
Train epoch 251, loss: 2.099244, train acc: 0.959792, train avg acc: 0.938276
Test epoch 251, loss: 2.112007, test acc: 0.916937, test avg acc: 0.874343
Train epoch 252, loss: 2.095314, train acc: 0.961421, train avg acc: 0.936776
Test epoch 252, loss: 2.132669, test acc: 0.901540, test avg acc: 0.871285
Train epoch 253, loss: 2.097393, train acc: 0.959996, train avg acc: 0.937917
Test epoch 253, loss: 2.124441, test acc: 0.912480, test avg acc: 0.882093
Train epoch 254, loss: 2.105305, train acc: 0.956739, train avg acc: 0.932173
Test epoch 254, loss: 2.110592, test acc: 0.923420, test avg acc: 0.880285
Train epoch 255, loss: 2.094738, train acc: 0.961726, train avg acc: 0.940372
Test epoch 255, loss: 2.122038, test acc: 0.910859, test avg acc: 0.880913
Train epoch 256, loss: 2.089019, train acc: 0.963762, train avg acc: 0.942601
Test epoch 256, loss: 2.183807, test acc: 0.916126, test avg acc: 0.876116
Train epoch 257, loss: 2.099676, train acc: 0.961014, train avg acc: 0.941055
Test epoch 257, loss: 2.134769, test acc: 0.912885, test avg acc: 0.877378
Train epoch 258, loss: 2.094361, train acc: 0.961726, train avg acc: 0.938641
Test epoch 258, loss: 2.126059, test acc: 0.918558, test avg acc: 0.895622
Train epoch 259, loss: 2.092774, train acc: 0.960607, train avg acc: 0.939285
Test epoch 259, loss: 2.115407, test acc: 0.914911, test avg acc: 0.881616
Train epoch 260, loss: 2.100918, train acc: 0.958876, train avg acc: 0.938522
Test epoch 260, loss: 2.114050, test acc: 0.914100, test avg acc: 0.866285
Train epoch 261, loss: 2.092980, train acc: 0.961014, train avg acc: 0.939989
Test epoch 261, loss: 2.132319, test acc: 0.909643, test avg acc: 0.890244
Train epoch 262, loss: 2.091105, train acc: 0.963151, train avg acc: 0.941557
Test epoch 262, loss: 2.165245, test acc: 0.908833, test avg acc: 0.869297
Train epoch 263, loss: 2.091103, train acc: 0.963559, train avg acc: 0.942546
Test epoch 263, loss: 2.110143, test acc: 0.916532, test avg acc: 0.883541
Train epoch 264, loss: 2.089594, train acc: 0.964271, train avg acc: 0.944287
Test epoch 264, loss: 2.131354, test acc: 0.901945, test avg acc: 0.875622
Train epoch 265, loss: 2.091714, train acc: 0.962541, train avg acc: 0.942249
Test epoch 265, loss: 2.118891, test acc: 0.918152, test avg acc: 0.885099
Train epoch 266, loss: 2.089897, train acc: 0.963864, train avg acc: 0.943599
Test epoch 266, loss: 2.171314, test acc: 0.891410, test avg acc: 0.875285
Train epoch 267, loss: 2.093461, train acc: 0.960098, train avg acc: 0.938230
Test epoch 267, loss: 2.106763, test acc: 0.916937, test avg acc: 0.885337
Train epoch 268, loss: 2.093801, train acc: 0.961930, train avg acc: 0.942233
Test epoch 268, loss: 2.128684, test acc: 0.906807, test avg acc: 0.874860
Train epoch 269, loss: 2.091806, train acc: 0.962541, train avg acc: 0.943872
Test epoch 269, loss: 2.118218, test acc: 0.914911, test avg acc: 0.881250
Train epoch 270, loss: 2.088667, train acc: 0.962846, train avg acc: 0.942823
Test epoch 270, loss: 2.140137, test acc: 0.909643, test avg acc: 0.882494
Train epoch 271, loss: 2.085438, train acc: 0.965900, train avg acc: 0.948517
Test epoch 271, loss: 2.111112, test acc: 0.916126, test avg acc: 0.891500
Train epoch 272, loss: 2.085779, train acc: 0.966307, train avg acc: 0.947149
Test epoch 272, loss: 2.111076, test acc: 0.920989, test avg acc: 0.892122
Train epoch 273, loss: 2.084855, train acc: 0.963355, train avg acc: 0.940385
Test epoch 273, loss: 2.124578, test acc: 0.917342, test avg acc: 0.892465
Train epoch 274, loss: 2.081233, train acc: 0.968648, train avg acc: 0.952079
Test epoch 274, loss: 2.124625, test acc: 0.907618, test avg acc: 0.876587
Train epoch 275, loss: 2.085708, train acc: 0.963559, train avg acc: 0.944270
Test epoch 275, loss: 2.108873, test acc: 0.912885, test avg acc: 0.885163
Train epoch 276, loss: 2.086842, train acc: 0.963559, train avg acc: 0.944857
Test epoch 276, loss: 2.130766, test acc: 0.908833, test avg acc: 0.885983
Train epoch 277, loss: 2.084106, train acc: 0.966816, train avg acc: 0.948404
Test epoch 277, loss: 2.113147, test acc: 0.923825, test avg acc: 0.892459
Train epoch 278, loss: 2.087886, train acc: 0.966002, train avg acc: 0.947799
Test epoch 278, loss: 2.123007, test acc: 0.921799, test avg acc: 0.874285
Train epoch 279, loss: 2.086836, train acc: 0.965594, train avg acc: 0.946012
Test epoch 279, loss: 2.102732, test acc: 0.921799, test avg acc: 0.879163
Train epoch 280, loss: 2.081301, train acc: 0.967936, train avg acc: 0.949368
Test epoch 280, loss: 2.122424, test acc: 0.911669, test avg acc: 0.872372
Train epoch 281, loss: 2.079914, train acc: 0.967427, train avg acc: 0.949760
Test epoch 281, loss: 2.108270, test acc: 0.923420, test avg acc: 0.890953
Train epoch 282, loss: 2.081846, train acc: 0.967630, train avg acc: 0.951886
Test epoch 282, loss: 2.126913, test acc: 0.917747, test avg acc: 0.880831
Train epoch 283, loss: 2.083418, train acc: 0.967732, train avg acc: 0.950558
Test epoch 283, loss: 2.112538, test acc: 0.910049, test avg acc: 0.874081
Train epoch 284, loss: 2.081856, train acc: 0.966918, train avg acc: 0.946963
Test epoch 284, loss: 2.106330, test acc: 0.912885, test avg acc: 0.881500
Train epoch 285, loss: 2.076070, train acc: 0.970786, train avg acc: 0.955148
Test epoch 285, loss: 2.120377, test acc: 0.919368, test avg acc: 0.893878
Train epoch 286, loss: 2.081666, train acc: 0.969971, train avg acc: 0.952572
Test epoch 286, loss: 2.126023, test acc: 0.903160, test avg acc: 0.877977
Train epoch 287, loss: 2.082399, train acc: 0.969564, train avg acc: 0.951815
Test epoch 287, loss: 2.151437, test acc: 0.900729, test avg acc: 0.878297
Train epoch 288, loss: 2.085628, train acc: 0.963762, train avg acc: 0.944268
Test epoch 288, loss: 2.116630, test acc: 0.912075, test avg acc: 0.881372
Train epoch 289, loss: 2.082041, train acc: 0.966612, train avg acc: 0.948806
Test epoch 289, loss: 2.105745, test acc: 0.916937, test avg acc: 0.881791
Train epoch 290, loss: 2.080898, train acc: 0.968648, train avg acc: 0.950227
Test epoch 290, loss: 2.100643, test acc: 0.923825, test avg acc: 0.890663
Train epoch 291, loss: 2.078000, train acc: 0.968139, train avg acc: 0.948548
Test epoch 291, loss: 2.117086, test acc: 0.910859, test avg acc: 0.881506
Train epoch 292, loss: 2.072750, train acc: 0.973229, train avg acc: 0.957509
Test epoch 292, loss: 2.113479, test acc: 0.920583, test avg acc: 0.905872
Train epoch 293, loss: 2.074995, train acc: 0.969971, train avg acc: 0.954914
Test epoch 293, loss: 2.132782, test acc: 0.906402, test avg acc: 0.880756
Train epoch 294, loss: 2.078674, train acc: 0.968852, train avg acc: 0.953059
Test epoch 294, loss: 2.130289, test acc: 0.912480, test avg acc: 0.876093
Train epoch 295, loss: 2.079947, train acc: 0.968648, train avg acc: 0.952532
Test epoch 295, loss: 2.105805, test acc: 0.919773, test avg acc: 0.884494
Train epoch 296, loss: 2.073719, train acc: 0.969564, train avg acc: 0.953240
Test epoch 296, loss: 2.113917, test acc: 0.912075, test avg acc: 0.889337
Train epoch 297, loss: 2.071811, train acc: 0.969259, train avg acc: 0.952145
Test epoch 297, loss: 2.119769, test acc: 0.918152, test avg acc: 0.891919
Train epoch 298, loss: 2.081019, train acc: 0.967834, train avg acc: 0.951225
Test epoch 298, loss: 2.121187, test acc: 0.920178, test avg acc: 0.877919
Train epoch 299, loss: 2.077362, train acc: 0.970582, train avg acc: 0.956260
Test epoch 299, loss: 2.126604, test acc: 0.901540, test avg acc: 0.874953
Train epoch 300, loss: 2.073988, train acc: 0.971295, train avg acc: 0.954244
Test epoch 300, loss: 2.127709, test acc: 0.915721, test avg acc: 0.890291
Train epoch 301, loss: 2.074633, train acc: 0.972109, train avg acc: 0.955920
Test epoch 301, loss: 2.133418, test acc: 0.906807, test avg acc: 0.883878
Train epoch 302, loss: 2.074188, train acc: 0.971295, train avg acc: 0.954381
Test epoch 302, loss: 2.126918, test acc: 0.912075, test avg acc: 0.884477
Train epoch 303, loss: 2.072912, train acc: 0.970989, train avg acc: 0.957626
Test epoch 303, loss: 2.111951, test acc: 0.914911, test avg acc: 0.883355
Train epoch 304, loss: 2.070861, train acc: 0.973840, train avg acc: 0.961048
Test epoch 304, loss: 2.103868, test acc: 0.916532, test avg acc: 0.894000
Train epoch 305, loss: 2.073362, train acc: 0.970989, train avg acc: 0.953984
Test epoch 305, loss: 2.103237, test acc: 0.918152, test avg acc: 0.887494
Train epoch 306, loss: 2.072687, train acc: 0.969870, train avg acc: 0.952346
Test epoch 306, loss: 2.106529, test acc: 0.913695, test avg acc: 0.885831
Train epoch 307, loss: 2.073638, train acc: 0.969666, train avg acc: 0.952583
Test epoch 307, loss: 2.113395, test acc: 0.919368, test avg acc: 0.886919
Train epoch 308, loss: 2.074546, train acc: 0.969971, train avg acc: 0.952806
Test epoch 308, loss: 2.121173, test acc: 0.909238, test avg acc: 0.881331
Train epoch 309, loss: 2.072969, train acc: 0.972822, train avg acc: 0.956442
Test epoch 309, loss: 2.102250, test acc: 0.918558, test avg acc: 0.881035
Train epoch 310, loss: 2.072155, train acc: 0.969971, train avg acc: 0.953804
Test epoch 310, loss: 2.112461, test acc: 0.920583, test avg acc: 0.891285
Train epoch 311, loss: 2.066935, train acc: 0.975366, train avg acc: 0.962238
Test epoch 311, loss: 2.118467, test acc: 0.912885, test avg acc: 0.886372
Train epoch 312, loss: 2.063747, train acc: 0.976995, train avg acc: 0.963408
Test epoch 312, loss: 2.107992, test acc: 0.912480, test avg acc: 0.879378
Train epoch 313, loss: 2.068636, train acc: 0.973025, train avg acc: 0.958972
Test epoch 313, loss: 2.108964, test acc: 0.918152, test avg acc: 0.879663
Train epoch 314, loss: 2.068811, train acc: 0.973534, train avg acc: 0.959904
Test epoch 314, loss: 2.101109, test acc: 0.913695, test avg acc: 0.878134
Train epoch 315, loss: 2.064452, train acc: 0.974552, train avg acc: 0.961042
Test epoch 315, loss: 2.099837, test acc: 0.924230, test avg acc: 0.887122
Train epoch 316, loss: 2.066610, train acc: 0.974450, train avg acc: 0.958661
Test epoch 316, loss: 2.108033, test acc: 0.916937, test avg acc: 0.884802
Train epoch 317, loss: 2.066985, train acc: 0.974857, train avg acc: 0.959970
Test epoch 317, loss: 2.118615, test acc: 0.907618, test avg acc: 0.887965
Train epoch 318, loss: 2.065165, train acc: 0.975570, train avg acc: 0.960524
Test epoch 318, loss: 2.109007, test acc: 0.916532, test avg acc: 0.887372
Train epoch 319, loss: 2.063165, train acc: 0.976079, train avg acc: 0.963366
Test epoch 319, loss: 2.126689, test acc: 0.921394, test avg acc: 0.896331
Train epoch 320, loss: 2.065220, train acc: 0.972923, train avg acc: 0.960372
Test epoch 320, loss: 2.096812, test acc: 0.918963, test avg acc: 0.882750
Train epoch 321, loss: 2.061268, train acc: 0.975570, train avg acc: 0.963074
Test epoch 321, loss: 2.104702, test acc: 0.916126, test avg acc: 0.872837
Train epoch 322, loss: 2.057748, train acc: 0.979438, train avg acc: 0.967791
Test epoch 322, loss: 2.107209, test acc: 0.910859, test avg acc: 0.888465
Train epoch 323, loss: 2.061239, train acc: 0.976079, train avg acc: 0.964104
Test epoch 323, loss: 2.108269, test acc: 0.919368, test avg acc: 0.890866
Train epoch 324, loss: 2.061254, train acc: 0.976384, train avg acc: 0.961353
Test epoch 324, loss: 2.109564, test acc: 0.913290, test avg acc: 0.882407
Train epoch 325, loss: 2.058095, train acc: 0.976690, train avg acc: 0.965468
Test epoch 325, loss: 2.107123, test acc: 0.924230, test avg acc: 0.899122
Train epoch 326, loss: 2.062720, train acc: 0.974450, train avg acc: 0.959068
Test epoch 326, loss: 2.106401, test acc: 0.914100, test avg acc: 0.882465
Train epoch 327, loss: 2.052768, train acc: 0.980660, train avg acc: 0.969899
Test epoch 327, loss: 2.100142, test acc: 0.914506, test avg acc: 0.879797
Train epoch 328, loss: 2.056563, train acc: 0.979845, train avg acc: 0.967965
Test epoch 328, loss: 2.096280, test acc: 0.923825, test avg acc: 0.886157
Train epoch 329, loss: 2.056011, train acc: 0.978318, train avg acc: 0.966371
Test epoch 329, loss: 2.122677, test acc: 0.910049, test avg acc: 0.884372
Train epoch 330, loss: 2.061465, train acc: 0.976181, train avg acc: 0.964287
Test epoch 330, loss: 2.118819, test acc: 0.915316, test avg acc: 0.883663
Train epoch 331, loss: 2.061741, train acc: 0.974247, train avg acc: 0.957662
Test epoch 331, loss: 2.118930, test acc: 0.914100, test avg acc: 0.891035
Train epoch 332, loss: 2.060183, train acc: 0.976181, train avg acc: 0.962892
Test epoch 332, loss: 2.100046, test acc: 0.915721, test avg acc: 0.888872
Train epoch 333, loss: 2.053529, train acc: 0.978115, train avg acc: 0.965986
Test epoch 333, loss: 2.100273, test acc: 0.922204, test avg acc: 0.879744
Train epoch 334, loss: 2.060215, train acc: 0.976486, train avg acc: 0.963190
Test epoch 334, loss: 2.097026, test acc: 0.919368, test avg acc: 0.885994
Train epoch 335, loss: 2.062102, train acc: 0.975265, train avg acc: 0.959592
Test epoch 335, loss: 2.098046, test acc: 0.923825, test avg acc: 0.893116
Train epoch 336, loss: 2.059249, train acc: 0.975570, train avg acc: 0.961395
Test epoch 336, loss: 2.105933, test acc: 0.910859, test avg acc: 0.879343
Train epoch 337, loss: 2.051589, train acc: 0.979235, train avg acc: 0.967859
Test epoch 337, loss: 2.103489, test acc: 0.922204, test avg acc: 0.897238
Train epoch 338, loss: 2.050614, train acc: 0.981678, train avg acc: 0.970726
Test epoch 338, loss: 2.090840, test acc: 0.923825, test avg acc: 0.898709
Train epoch 339, loss: 2.054994, train acc: 0.977708, train avg acc: 0.965867
Test epoch 339, loss: 2.098419, test acc: 0.923015, test avg acc: 0.894203
Train epoch 340, loss: 2.055154, train acc: 0.977708, train avg acc: 0.966836
Test epoch 340, loss: 2.098444, test acc: 0.919368, test avg acc: 0.885669
Train epoch 341, loss: 2.051615, train acc: 0.980660, train avg acc: 0.969267
Test epoch 341, loss: 2.088150, test acc: 0.923825, test avg acc: 0.890994
Train epoch 342, loss: 2.055534, train acc: 0.977708, train avg acc: 0.964436
Test epoch 342, loss: 2.095539, test acc: 0.931524, test avg acc: 0.903948
Train epoch 343, loss: 2.053592, train acc: 0.978827, train avg acc: 0.967254
Test epoch 343, loss: 2.101241, test acc: 0.920989, test avg acc: 0.890919
Train epoch 344, loss: 2.053291, train acc: 0.979540, train avg acc: 0.968389
Test epoch 344, loss: 2.101778, test acc: 0.920583, test avg acc: 0.892320
Train epoch 345, loss: 2.056979, train acc: 0.976893, train avg acc: 0.966518
Test epoch 345, loss: 2.115215, test acc: 0.919773, test avg acc: 0.895576
