Namespace(augmix_cutmix_prob=0.5, augmix_prob=0.0, batch_size=32, beta=1.0, data_path='./data/modelnet40_normal_resampled', dataset='modelnet40', dropout=0.5, emb_dims=1024, epochs=500, eval=False, exp_name='augmix_cutmix_lams3_dgcnn_1024_3', jitter=False, k=20, knn=False, lr=0.001, model='dgcnn', model_path='', modelnet10=False, momentum=0.9, no_cuda=False, normal=False, nsample=512, num_points=1024, rddrop=False, rdscale=False, rot=False, rsmix_prob=0.0, seed=1, shift=False, shuffle=False, test_batch_size=16, use_sgd=True)
Using GPU : 0 from 1 devices
Train epoch 0, loss: 2.747805, train acc: 0.447577, train avg acc: 0.272184
Train epoch 22, loss: 1.646555, train acc: 0.875204, train avg acc: 0.807016
Test epoch 22, loss: 1.587261, test acc: 0.880065, test avg acc: 0.825994
Train epoch 23, loss: 1.635458, train acc: 0.878970, train avg acc: 0.810434
Test epoch 23, loss: 1.659051, test acc: 0.850081, test avg acc: 0.781512
Train epoch 24, loss: 1.629971, train acc: 0.880904, train avg acc: 0.813022
Test epoch 24, loss: 1.565914, test acc: 0.896272, test avg acc: 0.843919
Train epoch 25, loss: 1.632919, train acc: 0.882634, train avg acc: 0.817798
Test epoch 25, loss: 1.586525, test acc: 0.884927, test avg acc: 0.823267
Train epoch 26, loss: 1.625282, train acc: 0.885892, train avg acc: 0.821739
Test epoch 26, loss: 1.602285, test acc: 0.876013, test avg acc: 0.802890
Train epoch 27, loss: 1.613531, train acc: 0.887520, train avg acc: 0.828909
Test epoch 27, loss: 1.606363, test acc: 0.888169, test avg acc: 0.834831
Train epoch 28, loss: 1.622718, train acc: 0.882227, train avg acc: 0.819274
Test epoch 28, loss: 1.579538, test acc: 0.890194, test avg acc: 0.843558
Train epoch 29, loss: 1.613710, train acc: 0.885281, train avg acc: 0.822434
Test epoch 29, loss: 1.568470, test acc: 0.891815, test avg acc: 0.841959
Train epoch 30, loss: 1.615239, train acc: 0.890574, train avg acc: 0.832327
Test epoch 30, loss: 1.563368, test acc: 0.891005, test avg acc: 0.844076
Train epoch 31, loss: 1.606807, train acc: 0.889251, train avg acc: 0.828509
Test epoch 31, loss: 1.564096, test acc: 0.895462, test avg acc: 0.858087
Train epoch 32, loss: 1.591765, train acc: 0.898412, train avg acc: 0.842174
Test epoch 32, loss: 1.569989, test acc: 0.891815, test avg acc: 0.842558
Train epoch 33, loss: 1.597468, train acc: 0.893933, train avg acc: 0.835521
Test epoch 33, loss: 1.554886, test acc: 0.889384, test avg acc: 0.832715
Train epoch 34, loss: 1.593964, train acc: 0.895664, train avg acc: 0.835706
Test epoch 34, loss: 1.559135, test acc: 0.884117, test avg acc: 0.844750
Train epoch 35, loss: 1.602863, train acc: 0.895664, train avg acc: 0.834792
Test epoch 35, loss: 1.573585, test acc: 0.889789, test avg acc: 0.842506
Train epoch 36, loss: 1.599840, train acc: 0.893017, train avg acc: 0.834293
Test epoch 36, loss: 1.534491, test acc: 0.896272, test avg acc: 0.845378
Train epoch 37, loss: 1.593643, train acc: 0.893831, train avg acc: 0.834289
Test epoch 37, loss: 1.560449, test acc: 0.893436, test avg acc: 0.824669
Train epoch 38, loss: 1.585496, train acc: 0.900448, train avg acc: 0.844476
Test epoch 38, loss: 1.570061, test acc: 0.893841, test avg acc: 0.842808
Train epoch 39, loss: 1.584633, train acc: 0.898819, train avg acc: 0.839905
Test epoch 39, loss: 1.602052, test acc: 0.870340, test avg acc: 0.833895
Train epoch 40, loss: 1.589770, train acc: 0.900244, train avg acc: 0.844057
Test epoch 40, loss: 1.566916, test acc: 0.895057, test avg acc: 0.845087
Train epoch 41, loss: 1.600519, train acc: 0.894239, train avg acc: 0.833865
Test epoch 41, loss: 1.566340, test acc: 0.876013, test avg acc: 0.832041
Train epoch 42, loss: 1.586007, train acc: 0.897598, train avg acc: 0.846272
Test epoch 42, loss: 1.531729, test acc: 0.898298, test avg acc: 0.848791
Train epoch 43, loss: 1.588449, train acc: 0.899023, train avg acc: 0.844047
Test epoch 43, loss: 1.578599, test acc: 0.880065, test avg acc: 0.832657
Train epoch 44, loss: 1.582322, train acc: 0.900346, train avg acc: 0.848644
Test epoch 44, loss: 1.544740, test acc: 0.897488, test avg acc: 0.857669
Train epoch 45, loss: 1.584336, train acc: 0.897598, train avg acc: 0.838688
Test epoch 45, loss: 1.570507, test acc: 0.881686, test avg acc: 0.837535
Train epoch 46, loss: 1.571097, train acc: 0.906759, train avg acc: 0.857275
Test epoch 46, loss: 1.559611, test acc: 0.882091, test avg acc: 0.833948
Train epoch 47, loss: 1.580772, train acc: 0.900041, train avg acc: 0.844769
Test epoch 47, loss: 1.562122, test acc: 0.889384, test avg acc: 0.848517
Train epoch 48, loss: 1.574102, train acc: 0.904112, train avg acc: 0.852447
Test epoch 48, loss: 1.572965, test acc: 0.882901, test avg acc: 0.842721
Train epoch 49, loss: 1.574075, train acc: 0.903909, train avg acc: 0.851462
Test epoch 49, loss: 1.525623, test acc: 0.897893, test avg acc: 0.852047
Train epoch 50, loss: 1.562447, train acc: 0.908897, train avg acc: 0.858178
Test epoch 50, loss: 1.558657, test acc: 0.888574, test avg acc: 0.859936
Train epoch 51, loss: 1.569927, train acc: 0.906148, train avg acc: 0.853991
Test epoch 51, loss: 1.552986, test acc: 0.895462, test avg acc: 0.858390
Train epoch 52, loss: 1.569284, train acc: 0.903705, train avg acc: 0.848515
Test epoch 52, loss: 1.526337, test acc: 0.899514, test avg acc: 0.869512
Train epoch 53, loss: 1.564540, train acc: 0.908184, train avg acc: 0.858946
Test epoch 53, loss: 1.546318, test acc: 0.896677, test avg acc: 0.853558
Train epoch 54, loss: 1.565232, train acc: 0.906046, train avg acc: 0.853825
Test epoch 54, loss: 1.526161, test acc: 0.903160, test avg acc: 0.856471
Train epoch 55, loss: 1.571717, train acc: 0.902993, train avg acc: 0.853026
Test epoch 55, loss: 1.527038, test acc: 0.903160, test avg acc: 0.849436
Train epoch 56, loss: 1.559113, train acc: 0.910118, train avg acc: 0.861196
Test epoch 56, loss: 1.550822, test acc: 0.898703, test avg acc: 0.842913
Train epoch 57, loss: 1.565119, train acc: 0.906454, train avg acc: 0.852937
Test epoch 57, loss: 1.571653, test acc: 0.886143, test avg acc: 0.853244
Train epoch 58, loss: 1.562246, train acc: 0.904316, train avg acc: 0.855912
Test epoch 58, loss: 1.543547, test acc: 0.893841, test avg acc: 0.858558
Train epoch 59, loss: 1.561690, train acc: 0.906963, train avg acc: 0.855839
Test epoch 59, loss: 1.522957, test acc: 0.905592, test avg acc: 0.869837
Train epoch 60, loss: 1.561560, train acc: 0.908998, train avg acc: 0.861206
Test epoch 60, loss: 1.530896, test acc: 0.898703, test avg acc: 0.837924
Train epoch 61, loss: 1.551951, train acc: 0.912052, train avg acc: 0.865280
Test epoch 61, loss: 1.524265, test acc: 0.895057, test avg acc: 0.851297
Train epoch 62, loss: 1.540765, train acc: 0.916022, train avg acc: 0.869849
Test epoch 62, loss: 1.508222, test acc: 0.905997, test avg acc: 0.858884
Train epoch 63, loss: 1.560388, train acc: 0.907166, train avg acc: 0.856752
Test epoch 63, loss: 1.572548, test acc: 0.871961, test avg acc: 0.838674
Train epoch 64, loss: 1.547680, train acc: 0.915513, train avg acc: 0.870385
Test epoch 64, loss: 1.550816, test acc: 0.897083, test avg acc: 0.860808
Train epoch 65, loss: 1.554347, train acc: 0.915106, train avg acc: 0.868678
Test epoch 65, loss: 1.529069, test acc: 0.895867, test avg acc: 0.857395
Train epoch 66, loss: 1.542330, train acc: 0.916429, train avg acc: 0.870655
Test epoch 66, loss: 1.511955, test acc: 0.901135, test avg acc: 0.851919
Train epoch 67, loss: 1.556635, train acc: 0.908489, train avg acc: 0.863469
Test epoch 67, loss: 1.551479, test acc: 0.899109, test avg acc: 0.855517
Train epoch 68, loss: 1.545036, train acc: 0.916226, train avg acc: 0.872387
Test epoch 68, loss: 1.542576, test acc: 0.896677, test avg acc: 0.855849
Train epoch 69, loss: 1.551525, train acc: 0.911747, train avg acc: 0.863170
Test epoch 69, loss: 1.638527, test acc: 0.869530, test avg acc: 0.843663
Train epoch 70, loss: 1.556025, train acc: 0.906555, train avg acc: 0.856801
Test epoch 70, loss: 1.542839, test acc: 0.894246, test avg acc: 0.848180
Train epoch 71, loss: 1.552636, train acc: 0.915309, train avg acc: 0.869740
Test epoch 71, loss: 1.538490, test acc: 0.892626, test avg acc: 0.853657
Train epoch 72, loss: 1.551431, train acc: 0.913477, train avg acc: 0.864558
Test epoch 72, loss: 1.512491, test acc: 0.899514, test avg acc: 0.857547
Train epoch 73, loss: 1.537491, train acc: 0.917752, train avg acc: 0.873937
Test epoch 73, loss: 1.535206, test acc: 0.899109, test avg acc: 0.866500
Train epoch 74, loss: 1.537627, train acc: 0.916327, train avg acc: 0.872781
Test epoch 74, loss: 1.629725, test acc: 0.865478, test avg acc: 0.821581
Train epoch 75, loss: 1.541707, train acc: 0.915513, train avg acc: 0.868620
Test epoch 75, loss: 1.553372, test acc: 0.889384, test avg acc: 0.858372
Train epoch 76, loss: 1.547202, train acc: 0.914902, train avg acc: 0.868906
Test epoch 76, loss: 1.544318, test acc: 0.893841, test avg acc: 0.853215
Train epoch 77, loss: 1.544087, train acc: 0.913172, train avg acc: 0.866587
Test epoch 77, loss: 1.543554, test acc: 0.892626, test avg acc: 0.852331
Train epoch 78, loss: 1.537542, train acc: 0.921010, train avg acc: 0.877983
Test epoch 78, loss: 1.517778, test acc: 0.901540, test avg acc: 0.842262
Train epoch 79, loss: 1.539675, train acc: 0.916938, train avg acc: 0.870541
Test epoch 79, loss: 1.563052, test acc: 0.888169, test avg acc: 0.857692
Train epoch 80, loss: 1.538115, train acc: 0.918770, train avg acc: 0.874106
Test epoch 80, loss: 1.529409, test acc: 0.901540, test avg acc: 0.860081
Train epoch 81, loss: 1.543406, train acc: 0.913274, train avg acc: 0.866938
Test epoch 81, loss: 1.557781, test acc: 0.886953, test avg acc: 0.835267
Train epoch 82, loss: 1.542333, train acc: 0.915106, train avg acc: 0.871806
Test epoch 82, loss: 1.521807, test acc: 0.898298, test avg acc: 0.843965
Train epoch 83, loss: 1.537687, train acc: 0.919076, train avg acc: 0.874021
Test epoch 83, loss: 1.541480, test acc: 0.886548, test avg acc: 0.847355
Train epoch 84, loss: 1.530255, train acc: 0.920806, train avg acc: 0.878515
Test epoch 84, loss: 1.528532, test acc: 0.891410, test avg acc: 0.856384
Train epoch 85, loss: 1.526938, train acc: 0.921417, train avg acc: 0.879403
Test epoch 85, loss: 1.565268, test acc: 0.882901, test avg acc: 0.856256
Train epoch 86, loss: 1.529454, train acc: 0.921417, train avg acc: 0.880752
Test epoch 86, loss: 1.521103, test acc: 0.903160, test avg acc: 0.851547
Train epoch 87, loss: 1.534926, train acc: 0.921112, train avg acc: 0.878451
Test epoch 87, loss: 1.577035, test acc: 0.879660, test avg acc: 0.811965
Train epoch 88, loss: 1.525913, train acc: 0.922944, train avg acc: 0.879206
Test epoch 88, loss: 1.519846, test acc: 0.899919, test avg acc: 0.846919
Train epoch 89, loss: 1.536250, train acc: 0.917956, train avg acc: 0.873025
Test epoch 89, loss: 1.583326, test acc: 0.896272, test avg acc: 0.859192
Train epoch 90, loss: 1.534502, train acc: 0.918160, train avg acc: 0.873411
Test epoch 90, loss: 1.528872, test acc: 0.894652, test avg acc: 0.843227
Train epoch 91, loss: 1.527012, train acc: 0.921519, train avg acc: 0.878383
Test epoch 91, loss: 1.535241, test acc: 0.898703, test avg acc: 0.847023
Train epoch 92, loss: 1.520372, train acc: 0.925081, train avg acc: 0.883919
Test epoch 92, loss: 1.537979, test acc: 0.895462, test avg acc: 0.850994
Train epoch 93, loss: 1.524903, train acc: 0.920704, train avg acc: 0.877302
Test epoch 93, loss: 1.497929, test acc: 0.907212, test avg acc: 0.864744
Train epoch 94, loss: 1.530991, train acc: 0.920399, train avg acc: 0.880091
Test epoch 94, loss: 1.526832, test acc: 0.905186, test avg acc: 0.861419
Train epoch 95, loss: 1.524705, train acc: 0.921824, train avg acc: 0.878546
Test epoch 95, loss: 1.518983, test acc: 0.906402, test avg acc: 0.859878
Train epoch 96, loss: 1.534687, train acc: 0.916633, train avg acc: 0.872681
Test epoch 96, loss: 1.552393, test acc: 0.892626, test avg acc: 0.856169
Train epoch 97, loss: 1.524172, train acc: 0.921722, train avg acc: 0.879693
Test epoch 97, loss: 1.523278, test acc: 0.897488, test avg acc: 0.860541
Train epoch 98, loss: 1.532838, train acc: 0.917142, train avg acc: 0.871837
Test epoch 98, loss: 1.522736, test acc: 0.899514, test avg acc: 0.853419
Train epoch 99, loss: 1.525884, train acc: 0.923758, train avg acc: 0.882975
Test epoch 99, loss: 1.500818, test acc: 0.917747, test avg acc: 0.878128
Train epoch 100, loss: 1.520372, train acc: 0.923860, train avg acc: 0.883087
Test epoch 100, loss: 1.509594, test acc: 0.900729, test avg acc: 0.859244
Train epoch 101, loss: 1.515255, train acc: 0.926303, train avg acc: 0.886556
Test epoch 101, loss: 1.558916, test acc: 0.888574, test avg acc: 0.853709
Train epoch 102, loss: 1.529103, train acc: 0.918770, train avg acc: 0.875431
Test epoch 102, loss: 1.504490, test acc: 0.909643, test avg acc: 0.865628
Train epoch 103, loss: 1.518980, train acc: 0.927932, train avg acc: 0.889906
Test epoch 103, loss: 1.541672, test acc: 0.895867, test avg acc: 0.840930
Train epoch 104, loss: 1.524039, train acc: 0.925590, train avg acc: 0.885006
Test epoch 104, loss: 1.521392, test acc: 0.895867, test avg acc: 0.855535
Train epoch 105, loss: 1.513923, train acc: 0.927321, train avg acc: 0.891110
Test epoch 105, loss: 1.516154, test acc: 0.902350, test avg acc: 0.862709
Train epoch 106, loss: 1.521519, train acc: 0.922435, train avg acc: 0.878492
Test epoch 106, loss: 1.521316, test acc: 0.897488, test avg acc: 0.872587
Train epoch 107, loss: 1.524528, train acc: 0.922740, train avg acc: 0.881520
Test epoch 107, loss: 1.515704, test acc: 0.901135, test avg acc: 0.866291
Train epoch 108, loss: 1.520698, train acc: 0.924369, train avg acc: 0.882355
Test epoch 108, loss: 1.544862, test acc: 0.898703, test avg acc: 0.846750
Train epoch 109, loss: 1.517713, train acc: 0.926507, train avg acc: 0.885506
Test epoch 109, loss: 1.557266, test acc: 0.884522, test avg acc: 0.833297
Train epoch 110, loss: 1.513334, train acc: 0.927626, train avg acc: 0.890153
Test epoch 110, loss: 1.567298, test acc: 0.893436, test avg acc: 0.846808
Train epoch 111, loss: 1.513604, train acc: 0.928135, train avg acc: 0.889802
Test epoch 111, loss: 1.518317, test acc: 0.905997, test avg acc: 0.834581
Train epoch 112, loss: 1.509146, train acc: 0.929051, train avg acc: 0.888370
Test epoch 112, loss: 1.497089, test acc: 0.909238, test avg acc: 0.868994
Train epoch 113, loss: 1.514283, train acc: 0.927524, train avg acc: 0.888252
Test epoch 113, loss: 1.526975, test acc: 0.900729, test avg acc: 0.878733
Train epoch 114, loss: 1.516349, train acc: 0.926914, train avg acc: 0.887527
Test epoch 114, loss: 1.513716, test acc: 0.898298, test avg acc: 0.858762
Train epoch 115, loss: 1.510010, train acc: 0.929764, train avg acc: 0.891562
Test epoch 115, loss: 1.500304, test acc: 0.908428, test avg acc: 0.876256
Train epoch 116, loss: 1.510557, train acc: 0.928848, train avg acc: 0.889593
Test epoch 116, loss: 1.562013, test acc: 0.907212, test avg acc: 0.854622
Train epoch 117, loss: 1.521857, train acc: 0.923453, train avg acc: 0.880864
Test epoch 117, loss: 1.544809, test acc: 0.897083, test avg acc: 0.861866
Train epoch 118, loss: 1.516358, train acc: 0.928542, train avg acc: 0.889930
Test epoch 118, loss: 1.506463, test acc: 0.902350, test avg acc: 0.870052
Train epoch 119, loss: 1.511834, train acc: 0.928644, train avg acc: 0.891272
Test epoch 119, loss: 1.543869, test acc: 0.900729, test avg acc: 0.851500
Train epoch 120, loss: 1.512805, train acc: 0.928135, train avg acc: 0.890314
Test epoch 120, loss: 1.520777, test acc: 0.901135, test avg acc: 0.845756
Train epoch 121, loss: 1.505920, train acc: 0.928339, train avg acc: 0.893853
Test epoch 121, loss: 1.500948, test acc: 0.905186, test avg acc: 0.863256
Train epoch 122, loss: 1.498103, train acc: 0.933225, train avg acc: 0.896224
Test epoch 122, loss: 1.545419, test acc: 0.890194, test avg acc: 0.844814
Train epoch 123, loss: 1.507408, train acc: 0.930069, train avg acc: 0.894358
Test epoch 123, loss: 1.502340, test acc: 0.916532, test avg acc: 0.857244
Train epoch 124, loss: 1.504844, train acc: 0.931494, train avg acc: 0.894234
Test epoch 124, loss: 1.541096, test acc: 0.887763, test avg acc: 0.837750
Train epoch 125, loss: 1.505427, train acc: 0.929662, train avg acc: 0.892267
Test epoch 125, loss: 1.536647, test acc: 0.890194, test avg acc: 0.850797
Train epoch 126, loss: 1.509988, train acc: 0.927626, train avg acc: 0.889005
Test epoch 126, loss: 1.509335, test acc: 0.905592, test avg acc: 0.854058
Train epoch 127, loss: 1.497387, train acc: 0.935159, train avg acc: 0.900166
Test epoch 127, loss: 1.523830, test acc: 0.900324, test avg acc: 0.846064
Train epoch 128, loss: 1.493178, train acc: 0.937500, train avg acc: 0.904929
Test epoch 128, loss: 1.539186, test acc: 0.886548, test avg acc: 0.839430
Train epoch 129, loss: 1.500018, train acc: 0.933123, train avg acc: 0.895960
Test epoch 129, loss: 1.533160, test acc: 0.890600, test avg acc: 0.873058
Train epoch 130, loss: 1.513169, train acc: 0.925183, train avg acc: 0.885900
Test epoch 130, loss: 1.552376, test acc: 0.911669, test avg acc: 0.872837
Train epoch 131, loss: 1.502876, train acc: 0.932716, train avg acc: 0.895554
Test epoch 131, loss: 1.513120, test acc: 0.903971, test avg acc: 0.875390
Train epoch 132, loss: 1.506792, train acc: 0.929866, train avg acc: 0.892747
Test epoch 132, loss: 1.521792, test acc: 0.899109, test avg acc: 0.839128
Train epoch 133, loss: 1.507224, train acc: 0.930273, train avg acc: 0.890897
Test epoch 133, loss: 1.513356, test acc: 0.910049, test avg acc: 0.871500
Train epoch 134, loss: 1.507430, train acc: 0.931494, train avg acc: 0.895060
Test epoch 134, loss: 1.556466, test acc: 0.885332, test avg acc: 0.857913
Train epoch 135, loss: 1.484529, train acc: 0.940656, train avg acc: 0.905127
Test epoch 135, loss: 1.528208, test acc: 0.886548, test avg acc: 0.844227
Train epoch 136, loss: 1.499389, train acc: 0.931800, train avg acc: 0.893895
Test epoch 136, loss: 1.495844, test acc: 0.910859, test avg acc: 0.866965
Train epoch 137, loss: 1.504273, train acc: 0.931291, train avg acc: 0.894656
Test epoch 137, loss: 1.514355, test acc: 0.904781, test avg acc: 0.871756
Train epoch 138, loss: 1.497421, train acc: 0.931800, train avg acc: 0.896145
Test epoch 138, loss: 1.545626, test acc: 0.891410, test avg acc: 0.877669
Train epoch 139, loss: 1.490237, train acc: 0.935973, train avg acc: 0.901818
Test epoch 139, loss: 1.518915, test acc: 0.903160, test avg acc: 0.866750
Train epoch 140, loss: 1.502905, train acc: 0.931494, train avg acc: 0.897524
Test epoch 140, loss: 1.519614, test acc: 0.895867, test avg acc: 0.874709
Train epoch 141, loss: 1.507626, train acc: 0.927524, train avg acc: 0.890734
Test epoch 141, loss: 1.508641, test acc: 0.904781, test avg acc: 0.859762
Train epoch 142, loss: 1.498026, train acc: 0.933327, train avg acc: 0.897225
Test epoch 142, loss: 1.592768, test acc: 0.869935, test avg acc: 0.864593
Train epoch 143, loss: 1.487612, train acc: 0.939332, train avg acc: 0.905330
Test epoch 143, loss: 1.513880, test acc: 0.907212, test avg acc: 0.886674
Train epoch 144, loss: 1.487210, train acc: 0.938009, train avg acc: 0.906247
Test epoch 144, loss: 1.509035, test acc: 0.903160, test avg acc: 0.864407
Train epoch 145, loss: 1.486508, train acc: 0.937704, train avg acc: 0.905171
Test epoch 145, loss: 1.524545, test acc: 0.910049, test avg acc: 0.875831
Train epoch 146, loss: 1.497779, train acc: 0.931189, train avg acc: 0.893675
Test epoch 146, loss: 1.500702, test acc: 0.909238, test avg acc: 0.861500
Train epoch 147, loss: 1.488848, train acc: 0.937602, train avg acc: 0.902452
Test epoch 147, loss: 1.514612, test acc: 0.898703, test avg acc: 0.883453
Train epoch 148, loss: 1.493617, train acc: 0.936075, train avg acc: 0.901547
Test epoch 148, loss: 1.534183, test acc: 0.893031, test avg acc: 0.861174
Train epoch 149, loss: 1.491844, train acc: 0.935871, train avg acc: 0.902207
Test epoch 149, loss: 1.513474, test acc: 0.899109, test avg acc: 0.855802
Train epoch 150, loss: 1.491870, train acc: 0.936177, train avg acc: 0.901360
Test epoch 150, loss: 1.485425, test acc: 0.916532, test avg acc: 0.869047
Train epoch 151, loss: 1.485076, train acc: 0.938111, train avg acc: 0.905405
Test epoch 151, loss: 1.510621, test acc: 0.910454, test avg acc: 0.870256
Train epoch 152, loss: 1.496476, train acc: 0.932919, train avg acc: 0.897324
Test epoch 152, loss: 1.501290, test acc: 0.905592, test avg acc: 0.875250
Train epoch 153, loss: 1.490523, train acc: 0.935566, train avg acc: 0.899463
Test epoch 153, loss: 1.506495, test acc: 0.898703, test avg acc: 0.872459
Train epoch 154, loss: 1.492679, train acc: 0.934955, train avg acc: 0.901146
Test epoch 154, loss: 1.526736, test acc: 0.896677, test avg acc: 0.861756
Train epoch 155, loss: 1.500199, train acc: 0.931800, train avg acc: 0.896273
Test epoch 155, loss: 1.550636, test acc: 0.885332, test avg acc: 0.861988
Train epoch 156, loss: 1.490448, train acc: 0.933836, train avg acc: 0.896626
Test epoch 156, loss: 1.514917, test acc: 0.901945, test avg acc: 0.862494
Train epoch 157, loss: 1.485472, train acc: 0.939739, train avg acc: 0.909813
Test epoch 157, loss: 1.513002, test acc: 0.902350, test avg acc: 0.867465
Train epoch 158, loss: 1.481441, train acc: 0.940452, train avg acc: 0.908948
Test epoch 158, loss: 1.529130, test acc: 0.895867, test avg acc: 0.857831
Train epoch 159, loss: 1.484877, train acc: 0.935566, train avg acc: 0.902163
Test epoch 159, loss: 1.502877, test acc: 0.911264, test avg acc: 0.872622
Train epoch 160, loss: 1.482665, train acc: 0.940045, train avg acc: 0.906352
Test epoch 160, loss: 1.537243, test acc: 0.891815, test avg acc: 0.861000
Train epoch 161, loss: 1.487665, train acc: 0.937805, train avg acc: 0.901638
Test epoch 161, loss: 1.491061, test acc: 0.912075, test avg acc: 0.874256
Train epoch 162, loss: 1.486165, train acc: 0.936075, train avg acc: 0.901975
Test epoch 162, loss: 1.528027, test acc: 0.898703, test avg acc: 0.849901
Train epoch 163, loss: 1.486684, train acc: 0.938518, train avg acc: 0.904798
Test epoch 163, loss: 1.548189, test acc: 0.895867, test avg acc: 0.854483
Train epoch 164, loss: 1.480147, train acc: 0.939739, train avg acc: 0.906389
Test epoch 164, loss: 1.492945, test acc: 0.910859, test avg acc: 0.881297
Train epoch 165, loss: 1.484083, train acc: 0.935973, train avg acc: 0.902942
Test epoch 165, loss: 1.513710, test acc: 0.908023, test avg acc: 0.883535
Train epoch 166, loss: 1.488703, train acc: 0.937805, train avg acc: 0.903771
Test epoch 166, loss: 1.502203, test acc: 0.903971, test avg acc: 0.856593
Train epoch 167, loss: 1.487592, train acc: 0.936991, train avg acc: 0.903890
Test epoch 167, loss: 1.510914, test acc: 0.908023, test avg acc: 0.878541
Train epoch 168, loss: 1.479656, train acc: 0.940757, train avg acc: 0.907925
Test epoch 168, loss: 1.483493, test acc: 0.902755, test avg acc: 0.866006
Train epoch 169, loss: 1.477975, train acc: 0.941368, train avg acc: 0.911554
Test epoch 169, loss: 1.521069, test acc: 0.897488, test avg acc: 0.863983
Train epoch 170, loss: 1.481121, train acc: 0.937704, train avg acc: 0.905800
Test epoch 170, loss: 1.489649, test acc: 0.913290, test avg acc: 0.871448
